Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Y haplogroup (manual curation in ISOGG format)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	..
0	..
0	..
0	..
0	..
3378	..
3388	..
3773	..
3752	..
3620	..
3734	n/a (female)
3629	..
3861	..
3503	n/a (female)
3478	n/a (female)
3382	..
3395	n/a (female)
3785	n/a (female)
3889	n/a (female)
3711	n/a (female)
3627	..
3705	n/a (female)
3743	n/a (female)
3467	n/a (female)
3697	n/a (female)
3820	..
3754	n/a (female)
3337	n/a (female)
3844	..
3780	..
3699	n/a (female)
3473	n/a (female)
3514	n/a (female)
2565	..
2565	n/a (female)
2565	n/a (female)
2565	n/a (female)
2565	..
2565	..
2565	n/a (female)
2565	n/a (female)
2565	n/a (female)
2565	..
2565	..
2565	n/a (female)
4342	..
4553	n/a (female)
4625	n/a (female)
4640	..
5632	..
5650	n/a (female)
5159	n/a (female)
5255	..
5212	..
5166	..
5260	..
5393	..
5177	..
5413	..
5227	..
5163	n/a (female)
5190	..
5254	..
5175	..
5638	n/a (female)
5767	..
5384	..
9483	n/a (female)
9647	n/a (female)
9845	n/a (female)
9888	n/a (female)
9837	n/a (female)
9827	n/a (female)
10018	n/a (female)
3825	..
3825	n/a (female)
3825	..
4300	..
9900	n/a (female)
9900	n/a (female)
10190	n/a (female)
9900	..
9900	..
10220	n/a (female)
10032	..
10078	n/a (female)
10075	..
7516	n/a (female)
850	..
650	n/a (female)
650	..
650	..
650	n/a (female)
650	..
650	..
660	..
650	n/a (female)
850	..
1350	n/a (female)
1565	n/a (female)
1218	..
5461	..
6450	n/a (female)
6450	..
6450	n/a (female)
5770	n/a (female)
5770	n/a (female)
5200	n/a (female)
5770	n/a (female)
5770	n/a (female)
5770	n/a (female)
5446	n/a (female)
5450	n/a (female)
5526	n/a (female)
5415	..
5480	n/a (female)
5480	n/a (female)
5518	..
5525	..
5538	n/a (female)
5526	..
5480	n/a (female)
5529	n/a (female)
8577	..
8559	n/a (female)
8789	..
8500	n/a (female)
8661	..
8500	..
8500	n/a (female)
8517	n/a (female)
8274	n/a (female)
8568	n/a (female)
8105	n/a (female)
8506	n/a (female)
8500	n/a (female)
8636	n/a (female)
1150	n/a (female)
1150	n/a (female)
1150	n/a (female)
1150	..
1456	..
1346	..
1346	n/a (female)
1346	..
1346	..
1346	..
1346	..
1346	..
4168	..
4247	n/a (female)
4450	n/a (female)
4450	..
4450	..
4450	n/a (female)
4355	..
4514	n/a (female)
4479	n/a (female)
4711	n/a (female)
4955	..
4991	..
4678	..
4635	n/a (female)
4729	n/a (female)
4925	n/a (female)
4621	n/a (female)
5166	n/a (female)
4942	n/a (female)
4924	n/a (female)
4700	n/a (female)
4796	..
4439	..
4355	..
4514	n/a (female)
4479	n/a (female)
4660	n/a (female)
4575	..
4575	..
4575	n/a (female)
4450	..
4571	..
4700	..
3256	n/a (female)
15411	..
2368	..
2127	n/a (female)
2127	..
2127	n/a (female)
2127	..
2127	n/a (female)
2127	n/a (female)
2094	..
2197	n/a (female)
2127	n/a (female)
2127	n/a (female)
2127	..
2071	..
2133	n/a (female)
2350	..
2217	..
2127	n/a (female)
2133	n/a (female)
2500	n/a (female)
2500	..
2593	n/a (female)
2500	..
2750	..
2750	..
2750	n/a (female)
2750	n/a (female)
2500	n/a (female)
2582	n/a (female)
2603	..
2750	n/a (female)
2500	n/a (female)
2401	..
2500	n/a (female)
5165	n/a (female)
5250	..
5206	n/a (female)
5218	n/a (female)
5396	n/a (female)
5284	n/a (female)
5250	..
5250	n/a (female)
5821	..
5397	n/a (female)
5392	n/a (female)
5405	n/a (female)
5496	..
5480	n/a (female)
5250	..
6550	n/a (female)
5615	n/a (female)
5535	n/a (female)
5950	n/a (female)
5193	n/a (female)
5000	n/a (female)
5176	..
5525	..
3700	n/a (female)
3700	n/a (female)
3583	..
3695	..
3540	n/a (female)
4450	..
3700	..
3700	..
3700	n/a  (sex unknown)
3931	..
3658	n/a (female)
410	..
8096	n/a (female)
8101	..
8085	..
7870	..
7950	..
7950	..
8300	n/a (female)
8270	..
8243	..
7928	..
8300	..
8282	..
8282	n/a (female)
8300	..
8300	..
7925	n/a (female)
8072	n/a (female)
8205	n/a (female)
8252	n/a (female)
8273	..
8021	n/a (female)
7925	..
7870	..
7950	..
7950	..
8072	n/a (female)
8205	n/a (female)
8252	n/a (female)
8273	..
8021	n/a (female)
8104	n/a (female)
8104	n/a (female)
8273	..
8272	..
8064	n/a (female)
8273	..
3575	..
3575	n/a (female)
390	n/a (female)
377	..
386	..
475	..
475	n/a (female)
475	n/a (female)
475	n/a (female)
475	..
400	..
399	n/a (female)
400	n/a (female)
400	n/a (female)
464	..
562	..
529	..
450	n/a (female)
450	n/a (female)
2596	n/a (female)
437	..
10700	n/a (female)
1716	..
1665	..
1575	..
1900	..
1900	..
1648	..
1900	n/a (female)
1726	..
1726	n/a (female)
1726	..
1350	n/a (female)
1900	..
750	..
750	..
851	n/a (female)
750	..
750	..
942	n/a (female)
750	n/a (female)
1308	..
1228	..
1222	..
1116	..
1200	n/a (female)
750	..
950	n/a (female)
950	..
1127	n/a (female)
7629	..
7602	..
7620	n/a (female)
7661	..
7550	n/a (female)
6889	..
8099	..
8518	..
8487	n/a (female)
8419	..
8237	n/a (female)
4100	n/a  (sex unknown)
4182	J2b
4100	n/a  (sex unknown)
4100	..
4100	n/a  (sex unknown)
4100	n/a  (sex unknown)
4100	n/a  (sex unknown)
1250	..
1400	..
1466	n/a (female)
1400	n/a (female)
1400	..
650	n/a (female)
1350	..
1350	n/a (female)
1350	..
1350	n/a (female)
1350	n/a (female)
1350	..
1250	n/a (female)
1478	n/a (female)
0	..
0	n/a (female)
0	n/a  (sex unknown)
0	n/a  (sex unknown)
4042	n/a (female)
4188	n/a (female)
5050	n/a (female)
5050	n/a (female)
5050	n/a (female)
5050	..
5050	..
5050	n/a (female)
5050	n/a (female)
5050	n/a (female)
5050	..
5050	n/a (female)
4963	..
5050	..
5163	n/a (female)
5050	..
5050	..
5050	..
5050	n/a (female)
5050	..
5050	n/a (female)
5050	n/a (female)
5013	n/a (female)
4943	n/a  (sex unknown)
4862	n/a (female)
5050	n/a (female)
5100	n/a (female)
5160	J
5150	n/a (female)
5173	n/a (female)
5174	..
5021	n/a (female)
4998	n/a (female)
5450	n/a (female)
4924	n/a (female)
5450	..
5450	n/a (female)
5450	..
4550	n/a (female)
4450	..
3750	n/a (female)
4200	..
4225	..
3832	..
4163	n/a (female)
4060	..
4023	n/a (female)
3947	n/a (female)
3994	n/a (female)
4038	n/a (female)
3881	..
4051	..
3916	n/a (female)
4079	n/a (female)
4011	n/a (female)
4056	..
3966	n/a (female)
3975	..
4139	n/a (female)
4000	n/a (female)
4050	n/a  (sex unknown)
3850	n/a (female)
4050	n/a (female)
4000	..
4000	..
4000	..
4000	n/a (female)
4000	n/a (female)
4000	..
4000	n/a (female)
4000	n/a (female)
4000	..
4000	n/a (female)
4050	..
3850	n/a (female)
3850	..
4050	n/a (female)
4068	n/a (female)
4082	..
4023	n/a (female)
4254	..
4211	n/a (female)
4113	..
4015	..
3800	n/a (female)
2802	..
3250	n/a (female)
3400	n/a (female)
3250	..
4148	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	..
450	n/a (female)
3985	..
4286	n/a (female)
1628	n/a (female)
1537	n/a (female)
1624	n/a (female)
3136	..
2847	n/a (female)
4734	..
4735	..
4850	n/a (female)
4850	n/a (female)
4620	n/a (female)
4850	n/a (female)
5394	n/a (female)
5005	n/a (female)
5622	..
5675	..
4773	..
4781	n/a (female)
2246	..
2246	..
2495	n/a (female)
2593	..
2544	..
2553	..
2231	..
2515	..
2220	n/a (female)
2429	n/a (female)
2587	n/a (female)
700	R1a1a1b1a1a1c1
10200	n/a (female)
10081	..
10658	..
8832	..
10658	..
10358	n/a (female)
8099	n/a (female)
7218	n/a (female)
8100	..
8110	n/a (female)
7348	..
7100	..
7526	..
7242	..
7217	..
6593	n/a (female)
7350	..
7095	..
7048	..
7092	..
7069	..
7297	..
7465	..
7249	..
7208	..
6950	..
6950	..
7139	..
7377	..
6942	..
6950	..
7313	..
7334	n/a (female)
7077	..
7212	..
6988	n/a (female)
7287	..
7200	n/a (female)
7300	..
7300	..
4955	n/a (female)
2550	n/a (female)
2568	..
2606	n/a (female)
2176	n/a (female)
900	n/a (female)
900	I2a1a2b1a1a
900	I1
0	n/a (female)
0	n/a (female)
725	..
725	n/a (female)
725	..
725	..
725	..
100	..
315	n/a (female)
575	..
435	n/a (female)
405	n/a (female)
395	..
315	..
230	..
1065	n/a (female)
505	..
2070	..
965	..
505	..
10366	..
9005	n/a (female)
11425	n/a (female)
11425	n/a (female)
12712	Q-L54*(xM3)
1550	n/a (female)
1550	..
1550	..
1550	..
1336	..
1550	n/a (female)
1456	..
1454	..
1447	..
1550	n/a (female)
1550	n/a (female)
1550	n/a (female)
4875	..
4875	n/a (female)
4875	..
4875	..
4875	..
4409	..
4842	..
5164	..
4875	..
4378	..
5109	..
4875	n/a (female)
4875	n/a (female)
5390	..
4875	n/a (female)
4409	..
4875	..
4875	..
5053	..
3150	n/a (female)
3150	n/a (female)
1209	n/a (female)
2635	n/a (female)
1467	n/a (female)
1588	n/a (female)
3150	..
1087	..
796	n/a (female)
1762	n/a (female)
3150	n/a (female)
3150	..
919	n/a (female)
737	n/a (female)
1478	n/a (female)
950	n/a (female)
424	..
400	n/a (female)
950	n/a (female)
968	n/a (female)
799	n/a (female)
1011	n/a (female)
950	..
950	n/a (female)
1469	n/a (female)
1017	n/a (female)
300	n/a (female)
606	..
722	n/a (female)
400	n/a (female)
386	..
400	..
375	n/a (female)
400	n/a (female)
500	..
602	..
510	n/a (female)
400	..
475	n/a (female)
318	n/a (female)
382	n/a (female)
540	n/a (female)
400	..
400	n/a (female)
475	n/a (female)
423	..
400	n/a (female)
467	n/a (female)
500	n/a (female)
604	n/a (female)
400	..
475	..
600	..
400	..
400	..
400	n/a (female)
594	n/a (female)
400	n/a (female)
400	..
536	..
400	..
400	..
400	n/a (female)
400	..
521	..
475	..
600	n/a (female)
400	..
500	..
375	..
500	..
500	n/a (female)
525	n/a (female)
400	n/a (female)
499	..
1935	n/a (female)
1839	n/a (female)
1743	..
648	n/a (female)
10962	..
10988	..
859	n/a (female)
1018	n/a (female)
937	..
934	..
943	n/a (female)
334	..
8752	..
0	..
0	n/a (female)
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a  (sex unknown)
0	n/a  (sex unknown)
0	n/a  (sex unknown)
0	n/a  (sex unknown)
0	n/a  (sex unknown)
0	n/a  (sex unknown)
3400	n/a (female)
3400	n/a (female)
3526	..
3400	n/a (female)
3400	..
3400	..
3400	..
3400	..
3745	..
3400	n/a (female)
3400	..
3400	n/a (female)
3497	..
5099	..
3900	n/a (female)
3458	n/a (female)
3609	n/a (female)
3421	n/a (female)
3461	..
3542	n/a (female)
3756	n/a (female)
3900	n/a (female)
3900	n/a (female)
3642	n/a (female)
3050	..
3050	..
3369	..
3614	..
3950	..
3685	..
3768	n/a (female)
3750	n/a (female)
3790	n/a (female)
3925	n/a (female)
3824	n/a (female)
3754	..
3750	..
3790	..
3853	..
3766	n/a (female)
3750	..
3875	..
3853	n/a (female)
6356	n/a  (sex unknown)
1159	n/a (female)
1238	n/a (female)
1209	..
1204	..
1260	..
1260	..
1305	..
150	..
140	..
140	..
140	..
135	n/a (female)
150	..
140	..
215	n/a (female)
2038	n/a (female)
202	..
202	..
156	n/a (female)
2240	n/a (female)
2238	n/a (female)
2260	..
2260	..
2400	..
2525	n/a (female)
2490	..
2567	..
2665	n/a (female)
2870	n/a (female)
2885	n/a (female)
2945	n/a (female)
2820	..
2885	n/a (female)
2870	n/a (female)
2945	n/a (female)
2950	..
2990	..
2950	..
2885	..
400	..
400	n/a (female)
387	..
400	n/a (female)
480	n/a (female)
2345	..
2235	..
2230	..
2337	..
2226	n/a (female)
2263	..
2250	n/a (female)
2250	..
1950	n/a (female)
1947	..
1950	n/a (female)
1947	..
2237	n/a (female)
2242	n/a (female)
2138	n/a (female)
2248	n/a (female)
219	n/a (female)
3950	n/a (female)
2271	n/a (female)
2648	..
4168	n/a (female)
3949	n/a (female)
3715	..
3762	n/a (female)
3684	..
3850	n/a (female)
3850	..
3949	n/a (female)
3762	n/a (female)
3684	..
3850	..
3758	..
3850	..
3758	..
50000	n/a (female)
50000	n/a (female)
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	..
3563	R1b1a1b1a1a2
2042	n/a (female)
2644	n/a (female)
3050	R1b1a1b1a1a2c1a1h
2025	n/a (female)
3350	n/a (female)
3277	n/a (female)
3250	n/a  (sex unknown)
3383	R1b1a1b1a1a2c1
9580	I2a1b1
9580	I2a2
2250	R1b1a1b1a1a2c1
2226	n/a (female)
2226	R1b1a1b1a1a2
2226	n/a (female)
4686	I2a1b1a1a1
5300	I2a1a1b
5533	n/a (female)
4918	n/a (female)
5600	I2a1b1a1a1
5533	n/a (female)
5300	I
5533	n/a (female)
4776	n/a (female)
4918	n/a (female)
5600	..
5200	n/a (female)
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	n/a (female)
0	..
0	..
0	..
0	n/a (female)
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	..
0	..
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	..
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	..
0	..
0	..
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	..
0	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
5095	n/a (female)
1200	..
7250	n/a (female)
3715	G2a2a1a2a2a1~-Z31430
3650	G2a2a1a2a2a1~-Z31430
3650	G2a2a1a2a2a1~-Z31430
3650	G2a2a1-PF3148
3650	n/a (female)
3650	n/a (female)
6450	n/a (female)
6450	J-M304
6450	n/a (female)
6450	n/a (female)
6635	I2a2a-M223
6450	n/a (female)
6450	n/a (female)
6450	n/a (female)
6450	n/a (female)
6488	n/a (female)
6450	n/a (female)
6450	n/a (female)
1586	R1a1a1b2a2b1-F1345
6450	I2a2a-M223
6450	n/a (female)
6324	G2a2b2a1a1-PF3345
6450	G2a2a-PF3147
4626	n/a (female)
43106	..
43106	..
45371	..
43689	n/a (female)
45117	..
34948	n/a (female)
40022	..
3550	n/a (female)
3550	J2a1a1a2b2a3b1~
3550	J2a1a1a2
3550	J2a1a1a~
3550	..
3550	LT [K1]
3550	n/a (female)
3550	J2a1a1a2b2a
3550	n/a (female)
3550	E1b1b1
3550	T1a1a
5746	n/a (female)
4498	Q1b1
4498	n/a (female)
4200	n/a (female)
4200	R1b1a2a2c1
4200	R1b1a1a2a2
4200	n/a (female)
4200	R1b1a2a2c1
4200	Q1a2a1c
4498	Q1b1
4632	R1b1a1a2a2
2371	n/a (female)
2221	C2b1c
2221	C2b1c
2214	n/a (female)
4224	R1b1a1a2a2
4224	Q1b
4224	n/a (female)
4224	n/a (female)
4224	..
4409	n/a (female)
4038	R1b1a1a2a2
4187	..
4224	R1b1a1a2a2
4224	n/a (female)
2182	n/a (female)
4131	n/a (female)
4531	n/a (female)
4952	C2b1
3207	n/a (female)
2574	n/a (female)
2574	n/a (female)
2574	n/a (female)
2574	..
2574	n/a (female)
2574	n/a (female)
2351	n/a (female)
2538	..
1008	R1b1
2538	R1b1
2538	..
2446	n/a (female)
2446	Q1a2a
2446	Q1b1b2a
2446	L~
2246	n/a (female)
1787	Q1a1b1
2617	..
2517	..
579	..
733	L1
597	..
1551	n/a (female)
2420	..
2367	n/a (female)
1008	n/a (female)
3360	n/a (female)
2154	..
2419	n/a (female)
2204	..
2247	..
2229	..
2226	n/a (female)
2034	..
2420	n/a (female)
1553	n/a (female)
2145	n/a (female)
2130	..
2038	..
2130	n/a (female)
2351	Q1a2a
2252	J2a1h2
2252	Q1a
2252	n/a (female)
2515	..
2515	..
2515	..
4901	R1b1a2
4745	R1b1a2a2c1
4671	R1b1a2a1a
2245	..
2027	Q1a2b2
2139	..
2139	n/a (female)
2218	..
2139	n/a (female)
612	..
2027	..
3084	n/a (female)
2181	n/a (female)
2256	n/a (female)
2256	n/a (female)
2256	..
2256	n/a (female)
2256	..
2181	..
2181	..
3246	n/a (female)
1318	n/a (female)
2160	..
2160	R1b1a1a2a2
2160	..
3516	..
2160	R1b1a1a2a2
2221	R1b1a2a2c1
2152	n/a (female)
939	n/a (female)
2185	I2a2a
939	..
939	n/a (female)
939	..
2241	n/a (female)
2241	n/a (female)
2241	..
3491	Q1a2
3413	..
2180	n/a (female)
2180	..
2180	Q1b1b2a
2268	n/a (female)
2180	n/a (female)
2180	n/a (female)
2153	..
2177	n/a (female)
2221	..
2180	..
2181	Q1a2a1c
2521	..
2413	n/a (female)
2515	n/a (female)
2515	n/a (female)
2515	..
2533	R1b1~
2028	..
2028	..
2250	J2a1h
2250	..
2054	..
2248	n/a (female)
2253	..
2533	..
2248	J1a2b1
2248	J1a2b1
498	..
2250	..
2250	..
875	..
2244	O3ac2
2025	n/a (female)
1089	n/a (female)
1620	..
2181	n/a (female)
2190	R1b1~
2148	R1b1~
2404	R1b1~
1945	R1b1~
2190	..
2190	R1b1~
2190	..
2027	R1b1~
2190	..
2190	..
2190	R1b1~
2190	R1b1~
2415	..
2190	..
2190	..
1811	..
1811	..
2515	Q1a2
2515	..
2515	n/a (female)
2351	Q1a2a
2515	n/a (female)
2515	..
2515	Q1a2a
2515	Q1a2a
2515	Q1a2a
2515	n/a (female)
2515	Q1a2a
2515	n/a (female)
2515	n/a (female)
2752	Q1a2a1c
2794	Q1a2
2895	Q1a
2577	..
1651	O3ac2
1651	..
1651	n/a (female)
1651	O3ac2
1651	..
1651	n/a (female)
1780	O3ac2
1651	..
1651	..
1789	..
1789	..
1789	n/a (female)
1789	..
1789	..
1789	Q1a2a1c
2351	..
2725	..
2725	..
2725	O2a2b1a1a6
2351	O2a2b1a1a6
2351	O2a2b1a1a6
2351	n/a (female)
2351	n/a (female)
2351	n/a (female)
2351	O2a2b1a1a
2351	O2a2b1a1a6
3150	n/a (female)
3150	n/a (female)
2275	n/a (female)
2275	n/a (female)
2275	n/a (female)
2275	O2a2b1a1a6
2275	n/a (female)
2275	n/a (female)
2275	n/a (female)
2275	O2a2b1a1a6
2275	n/a (female)
2650	n/a (female)
2650	n/a (female)
2650	O2a2b1a1
2650	n/a (female)
1275	O2a2b1a1a6
1275	O2a2b1a1a6
1275	O2a2b1a1a6
1275	n/a (female)
1275	..
1275	n/a (female)
1275	n/a (female)
3388	n/a (female)
3388	n/a (female)
1275	n/a (female)
1275	O
1046	n/a (female)
422	Q1b1a1a1i
388	n/a (female)
614	n/a (female)
1025	Q1b1a1a1
1021	Q1b1a1a1w
1660	n/a (female)
853	n/a (female)
935	Q1b1
455	Q1b1a1a1i
539	n/a (female)
1010	n/a (female)
1227	..
966	n/a (female)
914	n/a (female)
1223	n/a (female)
1017	Q1b1a
34054	n/a (female)
6600	..
6600	n/a (female)
2591	..
6555	n/a (female)
6569	..
2401	..
2401	..
1966	n/a (female)
2628	n/a (female)
150	..
142	..
2401	..
2758	n/a (female)
143	..
6950	..
6950	..
3950	n/a (female)
2100	..
10661	n/a (female)
8488	n/a (female)
10666	..
7245	H2
7265	n/a (female)
8279	I2a1b
4043	R1b1a1b1a1a2
6739	C1a2b1
8628	n/a (female)
7884	n/a (female)
7217	n/a (female)
7217	n/a (female)
7367	n/a (female)
8580	n/a (female)
8580	n/a (female)
8578	I2a1b2
8580	n/a (female)
7212	n/a (female)
7875	n/a (female)
10250	n/a (female)
5951	..
3484	n/a (female)
2237	..
1227	..
2576	..
2497	..
3102	..
2289	..
2604	..
2389	..
2700	..
2700	..
2507	..
1750	..
2541	..
2225	..
870	..
1750	..
6950	G2a2b2b2
7028	H2
6950	G2a2b2b2
6950	n/a(Female)
6950	H2
7053	n/a(Female)
6950	G2a2b2b2
6950	n/a(Female)
7028	H2
6966	n/a(Female)
6950	H2
6950	n/a(Female)
6950	G2a2b2b2
6854	H2
6950	n/a(Female)
6950	C1a2b
6950	n/a(Female)
6950	n/a(Female)
6985	H2
6950	I2a2b
7058	n/a(Female)
6950	n/a(Female)
7047	n/a(Female)
6950	H2
6950	n/a(Female)
6950	n/a(Female)
6950	H2
7047	T1a1
7172	H2
6950	n/a(Female)
6950	n/a(Female)
6950	n/a(Female)
6950	n/a(Female)
7053	n/a(Female)
612	n/a(Female)
612	Q1a2a1c
657	n/a(Female)
647	R1b1a2
647	n/a(Female)
654	n/a(SexUnknown)
652	n/a(SexUnknown)
1233	J
1235	..
1800	..
1800	..
1800	..
1800	..
1800	..
604	..
1311	..
6183	H2m2
5806	H2*
5566	I2a1a
5844	I2a1a2
6315	G2a2a
1871	..
6975	..
7078	..
8563	..
7528	..
8093	..
8101	..
8218	..
7538	..
8970	..
7944	..
8316	..
7085	..
7484	..
10223	..
9170	..
2553	..
2236	..
1381	..
3800	..
2062	..
1844	..
3504	..
5200	..
3800	..
3800	..
1825	..
1826	..
3425	..
3425	..
3425	..
3381	..
3414	..
3425	..
3454	..
3604	..
3425	..
3425	..
3425	..
3425	..
3489	..
3500	..
3425	..
3425	..
3432	..
3425	..
3425	..
3425	..
3425	..
4306	..
2275	..
2275	..
1642	..
2248	..
2250	..
1946	..
2250	..
857	..
2073	..
2150	..
2150	..
2150	..
1824	..
199	..
386	..
669	..
675	..
757	..
509	..
3823	..
5600	..
5600	..
5642	..
5600	..
5646	..
5589	..
5600	..
5600	..
5600	..
5646	..
5600	..
5671	..
5600	..
2843	..
5600	..
5600	..
5600	..
5669	..
800	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	..
0	n/a (female)
0	..
0	..
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	..
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	..
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	..
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	..
0	..
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
0	n/a (female)
0	n/a (female)
0	..
0	..
0	n/a (female)
0	n/a (female)
0	n/a (female)
0	..
