Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Y haplogroup (manual curation in ISOGG format)
1020	810-1050 calCE (1895±15 BP, PSUAMS-5474)	..
1100	710-990 calCE (1985±20 BP, PSUAMS-5475)	..
860	970-1210 calCE (1760±15 BP, PSUAMS-5476)	..
1080	730-1010 calCE (1960±20 BP, PSUAMS-5477)	n/a (female)
1145	620-990 calCE (2050±15 BP, PSUAMS-4836)	..
725	1050-1400 calCE (1600±15 BP, PSUAMS-4837)	n/a (female)
1205	630-860 calCE (2090±20 BP, PSUAMS-5478)	..
1140	640-980 calCE (2030±20 BP, PSUAMS-3738)	n/a (female)
1355	480-710 calCE (2230±20 BP, PSUAMS-5479)	n/a (female)
1085	690-1040 calCE (1950±20 BP, PSUAMS-3737)	..
1100	710-990 calCE (1985±20 BP, PSUAMS-5475)	..
860	970-1210 calCE (1760±15 BP, PSUAMS-5476)	..
1140	640-980 calCE (2030±20 BP, PSUAMS-3738)	n/a (female)
2062	348 calBCE - 24 calCE (2091±47 BP, UBA-34056)	..
2062	348 calBCE - 24 calCE (2091±47 BP, UBA-34056)	..
2250	400-200 BCE	..
2095	341-53 calBCE (2125±22 BP)	..
2250	400-200 BCE	n/a (female)
6950	6000-4000 BCE	..
1126	709-888 calCE (1208±24 BP, OxA-31215)	..
2451	1000-1 BCE	..
2451	1000-1 BCE	..
2451	1000-1 BCE	..
2250	400-200 BCE	n/a (female)
2250	400-200 BCE	R1b1a1a2a2
1763	75-300 CE	n/a (female)
1911	43 calBCE - 120 calCE (1980±30 BP, Poz-103328)	..
1763	75-300 CE	n/a (female)
1813	75-200 CE	n/a (female)
1813	75-200 CE	..
1813	75-200 CE	n/a (female)
2229	385-197 calBCE (2220±30 BP, Beta-392493)	..
2850	997-825 calBCE (2760±35 BP, Poz-83438)	N1a-F1206
4425	2569-2348 calBCE (3955±20 BP, PSUAMS-4030)	n/a (female)
4300	2700-2000 BCE	..
4300	2700-2000 BCE	n/a  (sex unknown)
4300	2700-2000 BCE	..
4300	2700-2000 BCE	n/a (female)
4300	2700-2000 BCE	n/a  (sex unknown)
4300	2700-2000 BCE	..
4300	2700-2000 BCE	n/a (female)
4494	2626-2470 calBCE (4033±29 BP, UBA-41622)	n/a (female)
4127	2288-2042 calBCE (3763±30 BP, UBA-41623)	n/a (female)
4502	2834-2466 calBCE (4031±36 BP, UBA-41635)	n/a (female)
4502	2663-2468 calBCE (4036±32 BP, UBA-41637)	..
6550	4691-4502 calBCE (5750±30 BP, Beta-453073)	N1c1a1
4705	2879-2631 calBCE (4160±30 BP, GrA-45038)	n/a (female)
4850	3300-2500 BCE	..
4713	2886-2631 calBCE (4175±35 BP, GrA-58960)	..
4850	3300-2500 BCE	..
4916	3335-2634 calBCE (4312±94 BP, IGAN-2880)	..
4382	2846-2144 calBCE (3940±90 BP, IGAN-4079)	..
2248	393-207 calBCE (2257±27 BP, OxA-31210)	..
3100	1400-900 BCE	n/a (female)
3293	1417-1270 calBCE (3081±27 BP, OxA-31212)	n/a (not published)
3423	1518-1427 calBCE (3214±26 BP, OxA-31211)	..
3100	1400-900 BCE	..
3285	1416-1260 calBCE (3070±28 BP, OxA-31213)	n/a (female)
3100	1400-900 BCE	n/a (female)
3360	1497-1308 calBCE (3140±27 BP, OxA-31214)	n/a (female)
8450	7050-5950 BCE	..
8450	7050-5950 BCE	..
8450	7050-5950 BCE	..
6788	4936-4730 calBCE (5960±25 BP, PSUAMS-4031)	..
6561	4697-4539 calBCE (5760±25 BP, PSUAMS-4032)	..
6925	5198-4853 calBCE (6070±25 BP, PSUAMS-4033)	..
9775	7952-7658 calBCE (8770±27 BP, AAR-20354, UCIAMS-14768)	..
3735	1882-1689 calBCE (3460±30 BP, Beta-453082)	n/a (female)
3225	1391-1130 calBCE (3020±30 BP, Beta-453080)	n/a (female)
3799	1945-1751 calBCE (3530±30 BP, Beta-453081)	n/a (female)
3500	2000-1100 BCE	n/a (female)
32650	31300-30100 BCE	..
38052	37426-34726 calBCE (33250±500 BP, OxA-X-2395-15)	..
38052	37426-34726 calBCE (33250±500 BP, OxA-X-2395-15)	..
4170	2340-2064 calBCE (3790±30 BP, Beta-453083)	N1c1a1a
7334	5474-5312 calBCE (6400±30 BP, Beta-453071)	n/a (female)
7379	5516-5374 calBCE (6490±30 BP, Beta-453075)	N1c1a1
4591	2856-2492 calBCE (4078±30 BP)	..
4713	2883-2633 calBCE (4169±27 BP)	n/a (female)
4704	2878-2631 calBCE (4158±28 BP)	n/a (female)
1100	800-900 CE	..
4104	2284-2037 calBCE (3750±30 BP, Beta-453104)	..
5132	3337-3021 calBCE (4460±30 BP, Beta-453101)	Q1a2a
5397	3519-3370 calBCE (4670±30 BP, Beta-453103)	Q1a2a
5126	3332-3021 calBCE (4454±23 BP, MAMS-31139)	n/a (female)
5164	3350-3100 calBCE (4507±23 BP, MAMS-31142)	n/a (female)
5164	3349-3100 calBCE (4505±23 BP, MAMS-31141)	L1
1829	27-210 calCE (1918±28 BP, Ua-56442)	n/a (female)
1786	81-236 calCE (1880±30 BP, Beta-451575)	..
1725	129-321 calCE (1825±28 BP, Ua-56453)	n/a (female)
1761	121-246 calCE (1850±28 BP, Ua-56443)	..
1698	131-336 calCE (1810±30 BP, Beta-451576)	..
2819	927-812 calBCE (2731±28 BP, OxA-31140)	..
2878	1009-835 calBCE (2782±30 BP, OxA-31141)	..
3234	1386-1212 calBCE (3025±20 BP, PSUAMS-2917)	..
3787	1931-1749 calBCE (3520±30 BP, Beta-453086)	n/a (female)
4341	2470-2295 calBCE (3910±30 BP, Beta-453099)	Q1a2a
4468	2577-2461 calBCE (3992±30 BP, Ua-63949)	Q1a2a
8801	7035-6691 calBCE (7940±30 BP, Beta-432246)	N1c2b2
6762	4903-4721 calBCE (5940±30 BP, Beta-422229)	n/a (female)
16736	14990-14602 calBCE (13790±30 BP, Beta-453115)	n/a (female)
6232	4343-4176 calBCE (5420±30 BP, Beta-422225)	n/a (female)
5132	3337-3021 calBCE (4460±30 BP, Beta-432250)	n/a (female)
5969	4215-3953 calBCE (5202±34 BP, Ua-62563)	Q1a2a1c
4759	2905-2678 calBCE (4220±30 BP, Beta-453110)	n/a (female)
7023	5217-4852 calBCE (6130±60 BP)	..
7577	5714-5561 calBCE (6713±35 BP)	n/a (female)
7785	5981-5723 calBCE (6950±60 BP)	..
7545	5713-5482 calBCE (6680±60 BP)	N1c
24320	22621-22171 calBCE (20240±60 BP, UCIAMS-79666)	..
3050	1300-900 BCE	n/a (female)
3068	1265-937 calBCE (2920±49 BP, UBA-34732)	n/a (female)
5711	3932-3656 calBCE (4990±23 BP, MAMS-29814)	..
4610	2867-2475 calBCE (4081±54 BP, AA-53803)	..
4678	2871-2581 calBCE (4130±30 BP, Beta-392488)	..
4350	2800-2000 BCE	..
3884	2131-1767 calBCE (3583±52 BP, AA-53802)	n/a (female)
4720	2887-2636 calBCE (4180±30 BP, Beta-392492)	..
4709	2877-2635 calBCE (4160±20 BP, PSUAMS-2956)	..
4300	2500-2200 BCE	..
4350	2800-2000 BCE	n/a (female)
4729	2885-2674 calBCE (4185±20 BP, PSUAMS-4275)	..
4695	2925-2491 calBCE (4180±84 BP, AA-12569)	..
1000	600-1300 CE	..
3411	1531-1403 calBCE (3192±37 BP, OxA-31447)	n/a (female)
3000	1300-800 BCE	..
3000	1300-800 BCE	..
2213	367-155 calBCE (2185±30 BP, Poz-)	n/a (female)
3497	1613-1503 calBCE (3280±20 BP, PSUAMS-6984)	n/a (female)
3490	1612-1501 calBCE (3275±20 BP, PSUAMS-2435)	..
3484	1612-1465 calBCE (3270±20 BP, PSUAMS-2960)	n/a (female)
3463	1607-1450 calBCE (3255±20 BP, PSUAMS-2436)	..
3512	1614-1511 calBCE (3295±20 BP, PSUAMS-2865)	n/a (female)
3484	1612-1465 calBCE (3270±20 BP, PSUAMS-2437)	..
3540	1686-1518 calBCE (3330±25 BP, PSUAMS-2067)	..
3600	1900-1400 BCE	..
3600	1900-1400 BCE	n/a (female)
3600	1900-1400 BCE	..
3600	1900-1400 BCE	..
3600	1900-1400 BCE	..
3600	1900-1400 BCE	n/a (female)
3600	1900-1400 BCE	..
3571	1731-1542 calBCE (3349±16 BP) [R_combine: (3370±25 BP, PSUAMS-3910); (3335±20 BP, PSUAMS-4254)]	n/a (female)
3493	1615-1466 calBCE (3275±25 BP, PSUAMS-3911)	..
3600	1900-1400 BCE	..
3391	1498-1403 calBCE (3160±20 BP, PSUAMS-4447)	..
3958	2129-1940 calBCE (3640±20 BP, PSUAMS-4274)	..
3573	1732-1542 calBCE (3350±20 BP, PSUAMS-2918)	n/a (female)
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	..
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	n/a (female)
3870	2024-1779 calBCE (3572±29 BP, OxA-12530)	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	n/a (female)
3833	2008-1773 calBCE (3550±25 BP, PSUAMS-1954)	..
3830	2012-1772 calBCE (3549±29 BP, OxA-12531)	n/a (female)
3785	1928-1751 calBCE (3520±25 BP, PSUAMS-2064)	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	n/a (female)
3739	1879-1693 calBCE (3460±20 BP, PSUAMS-2102)	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	n/a (female)
3765	1891-1743 calBCE (3495±25 BP, PSUAMS-1952)	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	..
3825	2050-1700 BCE	n/a (female)
3825	2050-1700 BCE	..
3787	1931-1749 calBCE (3520±30 BP, Beta-436294)	..
3841	2016-1773 calBCE (3555±31 BP, OxA-12533)	..
3814	1951-1770 calBCE (3540±25 BP, PSUAMS-1953)	..
3769	1919-1701 calBCE (3500±30 BP, Beta-436363)	..
3750	1886-1694 calBCE (3475±30 BP, PSUAMS-2101)	..
3704	1879-1632 calBCE (3440±30 BP, Beta-436293)	..
3825	2050-1700 BCE	..
4147	2335-2041 calBCE (3775±34 BP, OxA-30991)	..
3943	2131-1891 calBCE (3626±33 BP, OxA-30999)	..
3803	1953-1748 calBCE (3532±34 BP, OxA-30993)	n/a (female)
3815	2008-1750 calBCE (3540±33 BP, OxA-30996)	n/a (female)
4624	2866-2495 calBCE (4092±35 BP, UBA-41621)	n/a (female)
4500	2900-2200 BCE	n/a  (sex unknown)
4364	2564-2297 calBCE (3931±35 BP, UBA-41634 )	n/a (female)
4605	2861-2492 calBCE (4083±33 BP, UBA-41618)	..
4511	2837-2467 calBCE (4036±37 BP, UBA-41619)	..
4675	2866-2582 calBCE (4125±19 BP, HD-29619)	R1b1a2a2
4718	2883-2638 calBCE (4174±24 BP, MAMS-29807)	R1b1a2a2
4696	2877-2626 calBCE (4150±31 BP, OxA-16190)	R1b1a1a2a
4670	2866-2580 calBCE (4122±23 BP, MAMS-29825)	..
4705	2879-2631 calBCE (4160±30 BP, MAMS-110549)	..
4361	2476-2303 calBCE (3929±22 BP, MAMS-29815)	n/a (female)
4764	2899-2701 calBCE (4218±24 BP, MAMS-29817)	n/a (female)
4030	2197-1975 calBCE (3690±30 BP, UGAMS-13455)	..
3838	1950-1778 calBCE (3551±17 BP) [R_combine: (3548±23 BP, MAMS-110560); (3554±23 BP, MAMS-110561)]	..
3750	1900-1700 BCE	n/a (female)
4035	2192-1985 calBCE (3695±20 BP, MAMS-19727)	n/a (female)
0	present	..
0	present	..
3820	2026-1701 calBCE (3540±52 BP, AA-90949)	n/a (female)
3900	2200-1700 BCE	n/a (female)
3886	2133-1751 calBCE (3584±55 BP, AA-90948)	n/a (female)
8200	7500-5000 BCE	..
4138	2468-1925 calBCE (3760±100 BP, AA-12568)	..
4154	2343-2039 calBCE (3779±40 BP) [R_combine: (3752±52 BP, AA-53806); (3815±60 BP, Le-6545)]	n/a (female)
4000	2200-1900 BCE	..
1107	709-956 calCE (1187±31 BP, UBA-31236)	..
1150	600-1000 CE	..
1263	610-775 calCE (1351±32 BP, UBA-31237)	..
4942	3093-2911 calBCE (4380±30 BP, Beta-392489)	n/a (female)
4850	3300-2500 BCE	..
5074	3339-2916 calBCE (4432±66 BP, AA-47804)	..
4785	3020-2631 calBCE (4254±61 BP, AA-47807)	..
5021	3322-2921 calBCE (4420±30 BP, Beta-392491)	..
4752	3010-2623 calBCE (4234±60 BP, AA-47805)	n/a (female)
5084	3331-2930 calBCE (4440±30 BP, PSUAMS-11941)	..
5003	3335-2883 calBCE (4370±75 BP, AA-12570)	..
5047	3326-2926 calBCE (4430±25 BP, PSUAMS-5790)	n/a (female)
7544	5660-5535 calBCE (6680±30 BP, Beta-392490)	..
2051	200-1 BCE	n/a (female)
2051	200-1 BCE	..
2051	200-1 BCE	..
2307	404-232 calBCE (2295±22 BP)	..
2150	300-100 BCE	..
2230	383-202 calBCE (2227±23 BP)	..
2150	300-100 BCE	..
2150	300-100 BCE	..
2150	300-100 BCE	..
2150	300-100 BCE	..
2150	300-100 BCE	..
2150	300-100 BCE	..
2260	396-208 calBCE (2266±23 BP)	..
2300	500-200 BCE	..
2295	401-231 calBCE (2288±22 BP)	..
2250	400-200 BCE	..
2250	500-100 BCE	n/a  (sex unknown)
2150	300-100 BCE	..
2300	500-200 BCE	..
2250	500-100 BCE	..
2300	800 BCE - 100 CE	..
2300	800 BCE - 100 CE	..
2300	800 BCE - 100 CE	n/a (female)
2300	800 BCE - 100 CE	..
2300	800 BCE - 100 CE	n/a (female)
2300	800 BCE - 100 CE	..
2300	800 BCE - 100 CE	..
2016	162 calBCE - 17 calCE (2060±30 BP, Poz-)	..
4129	2284-2055 calBCE (3764±20 BP)	..
4200	2500-2000 BCE	..
4200	2500-2000 BCE	..
4328	2461-2295 calBCE (3886±21 BP)	..
4040	2200-1977 calBCE (3700±33 BP)	..
4200	2500-2000 BCE	..
7944	6069-5914 calBCE (7123±37 BP, OxA-26456)	..
7723	5884-5669 calBCE (6886±43 BP, OxA-24774)	n/a (female)
7689	5837-5660 calBCE (6856±40 BP, OxA-21526)	..
7646	5762-5629 calBCE (6815±38 BP, OxA-25327)	..
7840	5987-5782 calBCE (7005±40 BP, OxA-21535)	n/a (female)
7377	5524-5365 calBCE (6483±37 BP, OxA-27054)	..
7299	5471-5222 calBCE (6373±32 BP, OxA-21503)	..
7317	5473-5229 calBCE (6386±34 BP, OxA-26192)	n/a (female)
7240	5371-5216 calBCE (6329±33 BP, OxA-20562)	n/a (female)
7230	5362-5216 calBCE (6319±33 BP, OxA-24793)	..
7274	5373-5228 calBCE (6796±22 BP)	BT
4556	2838-2495 calBCE (4319±22 BP)	C2b1
4430	2568-2350 calBCE (4369±22 BP)	C2b1
4478	2569-2467 calBCE (4472±21 BP)	Q1a2a
3748	1878-1697 calBCE (3730±19 BP)	Q1a2
3759	1880-1743 calBCE (3807±19 BP)	n/a (female)
3931	2191-1770 calBCE [union of two dates: 2191-1965 calBCE (4033±31 BP, corrected for FWRE); 1920-1770 calBCE (3915±19 BP, corrected for FWRE)]	CT
3945	2115-1940 calBCE (4021±19 BP)	Q1a2a
3773	1891-1757 calBCE (3728±20 BP)	Q1a
3614	1735-1622 calBCE (3534±19 BP)	n/a (female)
4604	2854-2576 calBCE (4719±20 BP)	CT
6587	4700-4553 calBCE (6304±22 BP)	n/a (female)
3951	2200-1775 calBCE (3921±70 BP)	n/a (female)
4168	2289-2140 calBCE (4091±24 BP)	Q1a2a
3931	2191-1770 calBCE [union of two dates: 2191-1965 calBCE (4033±31 BP), 1920-1770 calBCE (3915±19 BP)]	CT
4034	2192-2030 calBCE (3988±20 BP)	Q1a2a
6905	5021-4849 calBCE (6612±23 BP)	C2b1
6856	4980-4841 calBCE (6418±21 BP)	BT
4709	2879-2633 calBCE (4161±22 BP)	Q1a2a1c
11321	9649-9284 calBCE (9913±35 BP) [R_combine: (9836±48 BP, UBA-31465); (9995±50 BP, PSUAMS-6189)]	n/a (female)
6049	4230-3984 calBCE (5261±33 BP, OxA-33486)	n/a (female)
3475	1850-1200 BCE	..
3675	1850-1600 BCE	n/a (female)
3675	1850-1600 BCE	n/a (female)
3719	1921-1619 calBCE (3455±56 BP, AA-47808)	n/a (female)
3475	1850-1200 BCE	n/a (female)
3475	1850-1200 BCE	..
3475	1850-1200 BCE	n/a (female)
3475	1850-1200 BCE	..
3675	1850-1600 BCE	..
3675	1850-1600 BCE	..
3675	1850-1600 BCE	n/a (female)
3800	2050-1650 BCE	..
3675	1850-1600 BCE	n/a (female)
3734	1882-1689 calBCE (3459±30 BP, Ua-56445)	..
3661	1872-1620 calBCE (3415±31 BP, Ua-56444)	n/a (female)
3590	1740-1539 calBCE (3360±30 BP, Beta-451578)	n/a (female)
3704	1879-1632 calBCE (3440±30 BP, Beta-451579)	..
3653	1870-1619 calBCE (3410±30 BP, Beta-451577)	..
3648	1868-1618 calBCE (3407±30 BP, Ua-56446)	n/a (female)
3672	1873-1623 calBCE (3422±30 BP, Ua-56447)	..
3754	1887-1696 calBCE (3479±30 BP, Ua-56448)	..
3640	1866-1616 calBCE (3401±29 BP, Ua-56449)	n/a (female)
3590	1740-1539 calBCE (3360±30 BP, Beta-497470)	n/a (female)
3533	1680-1509 calBCE (3320±30 BP, Beta-497471)	..
3721	1881-1642 calBCE (3450±30 BP, Beta-451574)	..
3755	1888-1696 calBCE (3480±30 BP, Beta-451573)	n/a (female)
3791	2021-1689 calBCE (3517±56 BP, AA-47809)	n/a (female)
3475	1850-1200 BCE	..
4477	2580-2470 calBCE (4020±22 BP, MAMS-29809)	n/a (female)
4238	2451-2201 calBCE (3837±22 BP, MAMS-29819)	..
4510	2662-2474 calBCE (4050±22 BP, MAMS-29820)	..
4318	2470-2209 calBCE (3890±40 BP, GIN-12400)	..
6850	4994-4802 calBCE (6012±28 BP, MAMS-110564)	..
6088	4240-4047 calBCE (5304±25 BP, MAMS-11210)	..
6230	4337-4177 calBCE (5409±24 BP, MAMS-29823)	n/a (female)
3945	2127-1924 calBCE (3631±22 BP, MAMS-29812)	..
5452	3630-3376 calBCE (4726±31 BP, OxA-16147)	n/a (female)
5397	3520-3371 calBCE (4673±28 BP, MAMS-31143)	n/a (female)
5159	3359-3034 calBCE (4500±40 BP, GIN-12401)	..
5201	3617-2885 calBCE [union of two dates: 3617-3124 calBCE (4630±50 BP, GIN-10297); 3332-2885 calBCE (4370±70 BP, GIN-10953)]	..
5167	3360-3102 calBCE (4524±22 BP, MAMS-29246)	..
5397	3514-3360 calBCE (4636±27 BP) [R_combine: (4480±50 BP, GIN-11811); (4698±32 BP, OxA-16182)]	n/a (female)
5450	3650-3350 BCE	n/a (female)
813	1046-1218 calCE (900±19 BP) [R_combine: (884±23 BP, OxA-31755); (925±29 BP, OxA-X-2653-36)]	..
33209	32326-30080 calBCE (28890±430 BP, OxA-X-2464-12)	..
34629	33833-31486 calBCE (30100±550 BP, OxA-X-2395-6)	..
34517	33685-31328 calBCE (30000±550 BP, OxA-X-2395-7)	..
34323	32898-31771 calBCE (29820±280 BP, OxA-X-2462-52)	..
2817	925-810 calBCE (2725±31 BP, UBA-31135)	..
2850	1000-800 BCE	n/a (female)
2850	1000-800 BCE	..
2850	1000-800 BCE	..
2850	1000-800 BCE	n/a (female)
2850	1000-800 BCE	..
2850	1000-800 BCE	n/a (female)
2850	1000-800 BCE	n/a (female)
2750	900 -700 BCE	n/a (female)
2750	900 -700 BCE	R1a1a1b
4478	2662-2409 calBCE (4005±39 BP, UBA-41613)	..
4306	2465-2209 calBCE (3876±36 BP, UBA-41614)	n/a (female)
4414	2573-2342 calBCE (3956±34 BP, UBA-41615)	..
8116	6329-6079 calBCE (7343±29 BP) [R_combine: (7330±40 BP, Poz-82198); (7355±40 BP, OxA-33489)]	n/a (female)
6606	4723-4550 calBCE (5805±25 BP, PSUAMS-2359)	n/a (female)
1744	121-325 calCE (1837±35 BP, UBA-34047)	n/a (female)
2818	975-801 calBCE (2714±44 BP, UBA-34048)	n/a (female)
905	830-1260 calCE [union of two dates: 900-1260 calCE (1780±15 BP, PSUAMS-5325); 830-1190 calCE (1825±20 BP, PSUAMS-1906)]	..
875	900-1250 calCE (1765±20 BP, PSUAMS-3739)	n/a (female)
795	990-1320 calCE (1695±15 BP, PSUAMS-5332)	n/a (female)
44366	43980-40954 calBCE (41400±953 BP) [R_combine: (41400±1300 BP, OxA-25516); (41400±1400 BP, OxA-30190)]	..
44366	43980-40954 calBCE (41400±953 BP) [R_combine: (41400±1300 BP, OxA-25516); (41400±1400 BP, OxA-30190)]	..
4779	2897-2704 calBCE (4220±18 BP) [R_combine: (4215±25 BP, PSUAMS-3742); (4225±25 BP, PSUAMS-1963)]	..
4465	2570-2460 calBCE (3995±20 BP, PSUAMS-5326)	..
6255	4350-4260 calBCE (5455±20 BP, PSUAMS-5327)	..
7035	5210-4960 calBCE (6120±30 BP, PSUAMS-3741)	..
4750	2900-2700 calBCE (4210±20 BP, PSUAMS-4858)	..
4615	2840-2490 calBCE (4070±20 BP, PSUAMS-3743)	..
4630	2860-2500 calBCE (4095±25 BP, PSUAMS-3744)	n/a (female)
5820	3950-3790 calBCE (5070±20 BP, PSUAMS-4857)	n/a  (sex unknown)
4630	2860-2500 calBCE (4095±25 BP, PSUAMS-3744)	n/a (female)
615	1280-1390 calCE (645±15 BP, PSUAMS-4859)	n/a (female)
4500	2620-2480 calBCE (4035±20 BP, PSUAMS-5333)	n/a (female)
6577	4785-4462 calBCE (5779±60 BP, UBA-33759)	n/a (female)
4665	2860-2570 calBCE (4105±20 BP, PSUAMS-5480)	n/a (female)
5690	3790-3690 calBCE (4970±20 BP, PSUAMS-5481)	n/a (female)
4665	2860-2570 calBCE (4105±20 BP, PSUAMS-5480)	n/a (female)
4812	3007-2697 calBCE (4259±38 BP, UBA-33762)	..
4875	3022-2789 calBCE (4298±39 BP, UBA-33760)	n/a (female)
605	1292-1397 calCE (632±28 BP, UBA-33770)	n/a (female)
4819	3083-2638 calBCE (4270±60 BP)	n/a  (sex unknown)
4285	2565-2140 calBCE (3870±70 BP)	n/a  (sex unknown)
4277	2456-2206 calBCE (3854±30 BP)	n/a  (sex unknown)
4130	2445-1978 calBCE (3760±60 BP)	n/a  (sex unknown)
5617	3793-3526 calBCE (4880±60 BP)	n/a (female)
5595	3945-3373 calBCE (4860±110 BP)	..
5454	3637-3371 calBCE (4730±70 BP)	..
5469	3644-3372 calBCE (4750±70 BP)	Q1a2 
850	900-1300 CE	F
950	900-1100 CE	n/a  (sex unknown)
950	900-1100 CE	n/a (female)
850	900-1300 CE	R1a1a1b1a1a1c1c
900	900-1200 CE	R1a1a1b1a3a
900	900-1200 CE	n/a (female)
950	900-1100 CE	n/a (female)
950	900-1100 CE	R1
950	900-1100 CE	BT
900	900-1200 CE	I1
900	900-1200 CE	n/a (female)
950	900-1100 CE	n/a (female)
950	900-1100 CE	R1b1a1b1a1
900	900-1200 CE	I1
900	900-1200 CE	T1a1a
900	900-1200 CE	n/a (female)
900	1000-1100 CE	I1
900	900-1200 CE	R1b1a1b1a1a2c
950	900-1100 CE	I1a1b1
900	900-1200 CE	I
900	900-1200 CE	I1a1
1050	800-1000 CE	I1a1b1
950	900-1100 CE	I1a
950	900-1100 CE	N1a1a1a1a1a
900	900-1200 CE	I1
950	900-1100 CE	n/a (female)
950	900-1100 CE	n/a (female)
950	900-1100 CE	n/a (female)
950	900-1100 CE	R1b1a1b1a1a2
900	900-1200 CE	R1a1a1b1
900	900-1200 CE	I1a
850	1000-1200 CE	I1
950	900-1100 CE	n/a (female)
8321	6455-6252 calBCE (7520±40 BP, Poz-88317)	n/a (female)
761	1053-1259 calCE (862±26 BP, Ox-A-32884)	..
31850	30250-29550 BCE	..
31850	30250-29550 BCE	..
4552	2841-2493 calBCE (4068±21 BP) [R_combine: (4095±25 BP, PSUAMS-4111); (4015±35 BP, Poz-82199)]	n/a (female)
4646	2856-2576 calBCE (4107±19 BP) [R_combine: (4100±20 BP, PSUAMS-4838), (4148±49 BP, UBA-41629)]	n/a (female)
4540	2841-2488 calBCE (4062±23 BP) [R_combine: (4065±25 BP, PSUAMS-3889), (4047±54 BP, UBA-41630)]	n/a (female)
4608	2849-2502 calBCE (4090±20 BP, PSUAMS-4839)	..
4508	2834-2468 calBCE (4039±33 BP, UBA-41631 )	..
4383	2571-2297 calBCE (3943±41 BP, UBA-41638)	n/a (female)
4500	2900-2200 BCE	..
4500	2900-2200 BCE	n/a  (sex unknown)
4500	2900-2200 BCE	..
4441	2575-2348 calBCE (3968±32 BP, UBA-41616)	..
4504	2830-2468 calBCE (4037±32 BP, UBA-41617)	..
4526	2841-2469 calBCE (4047±35 BP, UBA-41624)	..
4516	2841-2466 calBCE (4036±40 BP, UBA-41625)	..
4637	2866-2499 calBCE (4100±34 BP, UBA-41626)	..
4430	2624-2296 calBCE (3972±54 BP, UBA-41627)	..
4465	2576-2460 calBCE (3987±29 BP, UBA-41639)	..
4698	2879-2626 calBCE (4153±33 BP, UBA-41640)	n/a (female)
4481	2845-2342 calBCE (4002±54 BP, UBA-41641)	..
6283	4445-4251 calBCE (5487±40 BP, UBA-41612)	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a  (sex unknown)
0	present	n/a  (sex unknown)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
4312	2466-2209 calBCE (3879±32 BP, OxA-14722)	n/a (female)
4230	2454-2146 calBCE (3827±33 BP, SUERC-71005)	n/a (female)
4018	2190-1961 calBCE (3678±27 BP) [R_combine: (3615±40 BP, SUERC-4072); (3725±35 BP, SUERC-4083)]	R1b1a1b1a1a2c1
3978	2140-1901 calBCE (3650±40 BP, SUERC-5318)	R1b1a1b1a1a2c1
3711	1880-1635 calBCE (3444±32 BP) [R_combine: (3320±50 BP, AA-51418); (3520±40 BP, AA-43651)]	n/a (female)
3927	2126-1886 calBCE (3614±33 BP, SUERC-69070)	R1b1a1b1a1a2c1a5c
