Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Y haplogroup (manual curation in ISOGG format)
3882	2112-1774 calBCE (3581±40 BP, SRR-292)	R1b1a1b1a1a2c1
3641	1872-1547 calBCE (3400±35 BP, SUERC-2869)	R1b1a1b1a1a2b1
4175	2337-2138 calBCE (3794±26 BP, OxA-13660)	n/a (female)
3936	2269-1985 calBCE (3721±33 BP, OxA-13097)	n/a (female)
3517	1629-1502 calBCE (3300±30 BP, SUERC-2867)	n/a (female)
4113	2288-2037 calBCE (3755±35 BP, SUERC-4078)	R1b1a1b1a1a2c1
4063	2269-1985 calBCE (3721±33 BP, OxA-13097)	n/a (female)
4063	2269-1985 calBCE (3721±33 BP, OxA-13097)	n/a (female)
3978	2140-1901 calBCE (3650±40 BP, SUERC-5318)	..
3477	1615-1447 calBCE (3260±35 BP, SUERC-2868)	..
4200	2400-2100 BCE	..
3989	2134-2056 calBCE (3657±20 BP) [R_combine: (3679±28 BP, SUERC-80274); (3634±28 BP, SUERC-80275)]	..
2495	750-404 calBCE (2430±30 BP, SUERC-24246)	n/a (female)
2436	727-396 calBCE (2395±30 BP, SUERC-21988)	n/a (female)
1916	42 calBCE - 116 calCE (1983±24 BP, SUERC-97411)	R1b1a1b1a1a2c1
2810	912-808 calBCE (2714±29 BP, SUERC-68714)	R1b1a1b1a1a2c1
2824	969-812 calBCE (2738±29 BP, SUERC-68715)	R1b1a1b1a1a2
2843	983-826 calBCE (2757±29 BP, SUERC-68716)	n/a (female)
2844	984-826 calBCE (2758±29 BP, SUERC-68713)	n/a (female)
1920	44 calBCE - 117 calCE (1987±29 BP, SUERC-94954)	n/a (female)
1955	97 calBCE - 107 calCE (2019±30 BP, SUERC-94959)	I2a1b1a1a1
2055	196 calBCE - 3 calCE (2091±30 BP, SUERC-94953)	n/a (female)
2060	197 calBCE - 1 calCE (2095±30 BP, SUERC-24248)	R1b1a1b1a1a
2000	159 calBCE - 26 calCE (2050±30 BP, SUERC-24241)	F
1945	90 calBCE - 110 calCE (2010±30 BP, SUERC-50518)	R1b1a1b1a1a2c1
1916	43 calBCE - 117 calCE (1984±28 BP, SUERC-50519)	R1b1a1b1a1a2c1
2002	152 calBCE - 22 calCE (2052±26 BP, SUERC-68732)	R1b1a1b1a1a2c1a1a
1908	41 calBCE - 121 calCE (1977±29 BP, SUERC-68706)	R1b1a1b
2031	170 calBCE - 10 calCE (2070±31 BP, SUERC-73990)	R1b1a1b1a1a2c1
2037	173 calBCE - 8 calCE (2075±31 BP, SUERC-73991)	R1b1a1b1a1a2c1
1912	42 calBCE - 119 calCE (1980±28 BP, SUERC-73992)	R1b1a1b1a1a2c1a4b2b1
1971	151 calBCE - 77 calCE (2030±35 BP, GrA-27298)	n/a (female)
3361	1502-1302 calBCE (3144±37 BP, OxA-16486)	n/a (female)
3224	1389-1131 calBCE (3019±26 BP, SUERC-75916)	R1b1a1b1a1a2c1
3287	1419-1261 calBCE (3074±29 BP, SUERC-75917)	n/a (female)
3311	1445-1268 calBCE (3105±35 BP, SUERC-9172)	I2a1b1a1a1
3081	1283-940 calBCE (2930±50 BP, GU-2762)	R1b1a1b1a1a2
3081	1283-940 calBCE (2930±50 BP, GU-2762)	..
5186	3368-3103 calBCE (4543±24 BP, MAMS-21254)	n/a (female)
5178	3367-3102 calBCE (4537±34 BP, SUERC-45833)	I2a1a2
5173	3364-3102 calBCE (4531±28 BP, SUERC-46401)	I2a1a2
5410	3623-3372 calBCE (4700±30 BP, SUERC-46400)	I2a1a2
6290	4444-4255 calBCE (5492±36 BP, SUERC-69249)	n/a (female)
6290	4444-4255 calBCE (5492±36 BP, SUERC-69249)	n/a (female)
6290	4444-4255 calBCE (5492±36 BP, SUERC-69249)	n/a (female)
2250	395-207 calBCE (2260±29 BP, SUERC-68733)	R1b1a1b1a1a2c1a2
2257	399-207 calBCE (2271±33 BP, SUERC-69075)	n/a (female)
2208	364-121 calBCE (2180±30 BP, SUERC-24252)	R1b1a1b1a1a2b1
2069	337-43 calBCE (2103±30 BP, SUERC-94958)	R1b1a1b1a1a2c1a1a
2202	361-110 calBCE (2175±30 BP, SUERC-24247)	n/a (female)
2208	364-121 calBCE (2180±30 BP, SUERC-21990)	R1b1a1b1a1a2c1
2165	355-55 calBCE (2155±30 BP, SUERC-24250)	n/a (female)
2110	346-51 calBCE (2130±30 BP, SUERC-21991)	R1b1a1b1a1a2
2120	349-51 calBCE (2135±30 BP, SUERC-24257)	R1b1a1b1a1a2
5130	3331-3022 calBCE (4455±22 BP, SUERC-95467)	I2a1a2
4800	3350-2350 BCE	I2a1a2
4471	2618-2461 calBCE (3999±32 BP, SUERC-68632)	I2a1a2
4957	3263-2905 calBCE (4384±36 BP, SUERC-68633)	I2a1a2
5639	3768-3638 calBCE (4911±32 BP, SUERC-68634)	n/a (female)
5567	3707-3528 calBCE (4851±34 BP, SUERC-68638)	I2a1a2
5523	3647-3517 calBCE (4796±37 BP, SUERC-68639)	I2a1a2a1a2a
5397	3516-3365 calBCE (4651±33 BP, SUERC-68640)	n/a (female)
5375	3510-3340 calBCE (4697±33 BP, SUERC-68641)	I2a1a2
5380	3500-3360 calBCE (4754±36 BP, SUERC-68642)	I2a1b1a2
5160	3330-3090 calBCE (4525±36 BP, SUERC-68643)	n/a (female)
5814	3955-3773 calBCE (5052±30 BP, SUERC-68701)	I2a1b1a1a1
5637	3766-3640 calBCE (4914±27 BP, SUERC-68702)	n/a (female)
5571	3706-3536 calBCE (4856±33 BP, SUERC-69074)	I2a1a2
4433	2572-2348 calBCE (3962±29 BP, SUERC-68721)	I2a1a2
4877	3011-2884 calBCE (4309±29 BP, SUERC-68722)	I2a1b1a1a1b
5138	3340-3023 calBCE (4466±33 BP, SUERC-69071)	n/a (female)
5115	3336-2939 calBCE (4451±29 BP, SUERC-68723)	I2a1a2a1a2a
4843	3010-2708 calBCE (4275±33 BP, SUERC-69072)	I2a1b2
5140	3336-3024 calBCE (4464±29 BP, SUERC-68725)	I2a1a2a1a2a
5104	3334-2935 calBCE (4447±29 BP, SUERC-68726)	I2a1a2
5173	3364-3101 calBCE (4530±33 BP, SUERC-69073)	n/a (female)
5397	3516-3362 calBCE (4645±29 BP, SUERC-68711)	n/a (female)
5149	3340-3027 calBCE (4471±29 BP, SUERC-68724)	n/a (female)
5446	3627-3377 calBCE (4725±20 BP, PSUAMS-2154)	I2a1a2
5461	3630-3377 calBCE (4730±25 BP, PSUAMS-2155)	I2a1b1a1a1
5397	3516-3370 calBCE (4665±30 BP, PSUAMS-2069)	n/a (female)
5350	3800-3000 BCE	I2a1b
4998	3312-2920 calBCE (4415±25 BP, PSUAMS-2156)	n/a (female)
5600	4000-3300 BCE	n/a (female)
5600	4000-3300 BCE	n/a (female)
5100	3800-2500 BCE	n/a (female)
5100	3800-2500 BCE	n/a (female)
5182	3368-3102 calBCE (4541±32 BP, SUERC-73433 )	I2a1a2a1a2a
5800	4000-3700 BCE	I2a1b1
5624	3751-3636 calBCE (4895±25 BP, PSUAMS-5771)	I2a1b
5551	3647-3533 calBCE (4832±14 BP) [R_combine: (4830±25 BP, PSUAMS-5772); (4840±30 BP, PSUAMS-5773); (4830±25 BP, PSUAMS-5774); (4830±25 BP, PSUAMS-5776)]	n/a (female)
5440	3942-3037 BCE	I2a1b1a1a1
5517	3638-3386 calBCE (4770±30 BP, PSUAMS-2068)	I2a1b1a1a1b
5350	3800-3000 BCE	n/a (female)
5440	3942-3037 BCE	I2a2a1a1a
5350	3800-3000 BCE	n/a (female)
5440	3942-3037 BCE	I2a2a1a1a
5448	3629-3377 calBCE (4725±25 BP, PSUAMS-5775)	I2a1a2a1a2a
5394	3515-3357 calBCE (4631±29 BP, SUERC-68703)	I2a1b1a1a1
5613	3710-3632 calBCE (4881±25 BP, SUERC-68704)	I2a1b1a1a2~
5475	3700-3350 BCE	n/a (female)
4800	3350-2350 BCE	..
5571	3706-3536 calBCE (4856±33 BP, SUERC-69074)	..
5350	3800-3000 BCE	..
5600	4000-3300 BCE	n/a (female)
5600	4000-3300 BCE	n/a (female)
5100	3800-2500 BCE	n/a (female)
5100	3800-2500 BCE	n/a (female)
1000	900-1000 CE	n/a (female)
1460	415-571 cal CE (1580±40 BP, TO-6693)	I2a1b1a1a1b1a
1020	890-970 CE	R1a1a1b1a3a1a3b2~
1000	900-1000 CE	R1b1a1b1a1a2c1a3a2
1589	54-668 CE [union of two dates: (54-130 calCE); (548-668 calCE)]	R1b1a1b1a1a2c1
1000	900-1000 CE	R1b1a1b1a1a1b1a
930	880-1160 calCE	n/a (female)
1112	650-1026 calCE [union of two dates: (650-980 calCE); (890-1026 calCE)]	n/a (female)
3900	2100-1800 BCE	n/a (female)
3900	2100-1800 BCE	n/a (female)
3900	2100-1800 BCE	..
3900	2100-1800 BCE	n/a (female)
3900	2100-1800 BCE	n/a (female)
3966	2131-1942 calBCE (3645±20 BP, PSUAMS-7893)	..
6125	4350-4000 BCE	n/a (female)
6125	4350-4000 BCE	..
4942	3092-2915 calBCE (4385±25 BP, UCIAMS-226535, PSUG-5441)	n/a (female)
7424	5610-5376 calBCE (6520±40 BP, Poz-82186)	..
6560	4712-4502 calBCE (5760±40 BP, Poz-82185)	..
6482	4653-4452 calBCE (5700±30 BP, Beta-432798)	..
7600	6000-5300 BCE	n/a (female)
4306	2458-2238 calBCE (3868±17 BP) [R_combine: (3885±20 BP, PSUAMS-2379); (3830±30 BP, PSUAMS-7823)]	..
9713	7940-7585 calBCE (8676±58 BP, PSUAMS-2296)	n/a (female)
8740	7045-6535 calBCE (7870±78 BP, PSUAMS-2295)	..
9750	9800-5800 BCE	n/a (female)
9750	9800-5800 BCE	n/a (female)
7867	6012-5806 calBCE (7035±40 BP, OxA-16544)	n/a (female)
8499	6640-6471 calBCE (7725±40 BP, OxA-20702)	n/a (female)
8458	6615-6400 calBCE (7643±63 BP, PSUAMS-2380)	n/a (female)
8455	6635-6375 calBCE (7625±71 BP, PSUAMS-2381)	n/a (female)
8505	6645-6465 calBCE (7728±51 BP, PSUAMS-2382)	n/a (female)
7803	5995-5710 calBCE (6955±76 BP, PSUAMS-2383)	..
7813	6000-5725 calBCE (6979±75 BP, PSUAMS-2384)	..
8115	6340-5990 calBCE (7260±76 BP, PSUAMS-2360)	..
8763	7035-6590 calBCE (7874±72 BP, PSUAMS-2369)	..
8058	6220-5995 calBCE (7209±57 BP, PSUAMS-2374)	n/a (female)
8001	6224-5878 calBCE (7158±85 BP, AA-57770)	n/a (female)
9500	9300-5800 BCE	n/a (female)
10835	9221-8548 calBCE (9480±110 BP, AA-57771)	..
10038	8291-7826 calBCE (8943±77 BP, BM-1146)	..
9500	9300-5800 BCE	..
9993	8265-7820 calBCE (8907±66 BP, PSUAMS-2407)	n/a (female)
10333	8535-8230 calBCE (9105±62 BP, PSUAMS-2375)	n/a (female)
10805	9140-8570 calBCE (9469±70 BP, PSUAMS-2377)	..
10530	8805-8355 calBCE (9363±64 BP, PSUAMS-2408)	n/a (female)
10785	9115-8555 calBCE (9424±55 BP, PSUAMS-2376)	n/a (female)
8838	7076-6699 calBCE (8016±58 BP, OxA-13613)	..
8156	6361-6050 calBCE (7315±63 BP, OxA-16942)	..
8000	6300-5800 BCE	n/a (female)
9750	9800-5800 BCE	..
9750	9800-5800 BCE	..
7825	6050-5700 BCE	..
11198	9302-9165 calBCE (9765±40 BP, PSUAMS-2378)	n/a (female)
7901	6061-5841 calBCE (7078±85 BP, AA-57769)	..
9500	9300-5800 BCE	n/a (female)
11465	9755-9275 calBCE (9942±66 BP, PSUAMS-2294)	n/a (female)
8869	7053-6775 calBCE (8000±30 BP, PSUAMS-2385)	..
8088	6360-5986 calBCE (7264±80 BP, OxA-16941)	..
10040	8240-7940 calBCE	..
7684	5836-5632 calBCE (6829±53 BP, AA-58320)	n/a (female)
8006	6205-5907 calBCE (7155±54 BP, OxA-25210)	n/a (female)
8017	6222-5912 calBCE (7179±73 BP, OxA-25211)	..
2903	1011-901 calBCE (2800±20 BP, PSUAMS-7894)	..
1400	525-575 CE	..
3894	2022-1887 calBCE (3590±20 BP, PSUAMS-7933)	n/a (female)
3900	2100-1800 BCE	..
3900	2100-1800 BCE	n/a (female)
3900	2100-1800 BCE	..
3900	2100-1800 BCE	n/a (female)
3900	2100-1800 BCE	n/a (female)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	..
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
3900	2100-1800 BCE	n/a  (sex unknown)
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
2525	650-500 BCE	n/a (female)
2576	757-423 calBCE (2465±20 BP, PSUAMS-8932)	n/a (female)
2525	650-500 BCE	n/a (female)
2525	650-500 BCE	n/a (female)
2525	650-500 BCE	n/a (female)
2525	650-500 BCE	n/a (female)
2525	650-500 BCE	..
2525	650-500 BCE	n/a (female)
2525	650-500 BCE	..
2525	650-500 BCE	n/a (female)
2525	650-500 BCE	n/a (female)
2614	783-549 calBCE (2525±20 BP, PSUAMS-10087)	n/a (female)
2525	650-500 BCE	n/a (female)
2525	650-500 BCE	..
2525	650-500 BCE	..
2525	650-500 BCE	n/a (female)
2525	650-500 BCE	..
2525	650-500 BCE	n/a (female)
2525	650-500 BCE	..
2525	650-500 BCE	n/a (female)
1967	94 calBCE - 58 calCE (2030±20 BP, PSUAMS-8929)	n/a (female)
2011	151 calBCE - 8 calCE (2060±15 BP, PSUAMS-8882)	..
2046	190-1 BCE	..
2046	190-1 BCE	..
2051	167-46 calBCE (2090±20 BP, PSUAMS-8931)	n/a (female)
1600	200-500 CE	..
2446	729-402 calBCE (2410±25 BP, KIA-37317)	n/a (female)
2425	600-350 BCE	n/a (female)
2425	600-350 BCE	..
2459	742-400 calBCE (2412±29 BP, SUERC-69421)	..
2540	750-415 calBCE (2450±20 BP, KIA-37316)	..
2574	763-425 calBCE (2470±25 BP, KIA-37315)	..
2605	787-544 calBCE (2518±28 BP, SUERC-69417)	..
2693	795-592 calBCE (2550±15 BP, PSUAMS-3055)	n/a (female)
2674	796-570 calBCE (2550±20 BP, PSUAMS-3092)	n/a (female)
2593	776-539 calBCE (2499±28 BP, SUERC-69422)	n/a (female)
2799	901-805 calBCE (2693±29 BP, SUERC-69436)	n/a (female)
2600	1000-300 BCE	..
3296	1423-1268 calBCE (3086±30 BP, SUERC-69437)	..
2272	401-208 calBCE (2281±29 BP, SUERC-69438)	..
467	1431-1617 calCE (460±30 BP, Beta-433422)	n/a (female)
0	present	n/a (female)
1183	665-884 calCE (1310±50 BP, Pta-4373)	n/a (female)
1888	38 calBCE - 120 calCE (1980±20 BP, Pta-5796)	A1b1b2
1910	88 calBCE - 202 calCE (2000±50 BP, Pta-5283)	..
2039	343 calBCE - 56 calCE (2110±50 BP, Pta-5800)	n/a  (sex unknown)
2037	163 calBCE - 20 calCE (2110±30 BP, Beta-398217)	A1b1b2
2245	403-201 calBCE (2330±25 BP, UGAMS-7255)	..
355	1504-1793 calCE (310±30 BP, Beta-398218)	n/a (female)
491	1419-1611 calCE (480±30 BP, Beta-398219)	n/a (female)
390	1483-1644 calCE (360±30 BP, Beta-398220)	n/a (female)
435	1445-1624 calCE (430±30 BP, Beta-398221)	n/a (female)
3725	2000-1550 BCE	n/a (female)
3725	2000-1550 BCE	R1b1a1b1a1a2
3600	1750-1550 BCE	n/a (female)
3725	2000-1550 BCE	n/a (female)
3825	2000-1750 BCE	n/a (female)
3600	1750-1550 BCE	R1b1a1b1a1a2
3600	1750-1550 BCE	R1b1a1b1a1a2a1
3825	2000-1750 BCE	n/a (female)
3825	2000-1750 BCE	n/a (female)
3825	2000-1750 BCE	n/a (female)
3600	1750-1550 BCE	n/a (female)
3600	1750-1550 BCE	n/a (female)
3770	1889-1751 calBCE (3504±16 BP, MAMS-20881)	n/a (female)
3713	1878-1644 calBCE (3444±23 BP, MAMS-27899)	n/a (female)
3821	1960-1769 calBCE (3544±27 BP, MAMS-26640)	n/a (female)
3800	1943-1769 calBCE (3532±24 BP, MAMS-25589)	R1b1a1b1a1a2
3825	2000-1750 BCE	n/a (female)
3780	1919-1770 calBCE (3520±14 BP, RICH-22901/22907)	R1b1a1b1a1a2a1
3825	2000-1750 BCE	R1b1a1b1a1a2
3825	2000-1750 BCE	n/a (female)
3825	2000-1750 BCE	R1b1a1b1a1a2a1
3773	1898-1746 calBCE (3507±24 BP, MAMS-29729)	n/a (female)
3803	1945-1769 calBCE (3534±24 BP, MAMS-29730)	R1b1a1b1a1a2a1
3752	1882-1698 calBCE (3474±25 BP, MAMS-29728)	R1b1a1b1a1a2a1
3825	2000-1750 BCE	n/a (female)
3946	2127-1901 calBCE (3631±24 BP, MAMS-32645)	n/a (female)
3825	2000-1750 BCE	R1b1a1b1a1a2a1
3825	2000-1750 BCE	n/a (female)
3825	2000-1750 BCE	n/a (female)
3825	2000-1750 BCE	R1b1a1b1a1a2
3825	2000-1750 BCE	n/a (female)
3825	2000-1750 BCE	n/a (female)
3825	2000-1750 BCE	R1b1a1b1a1a2a1
3842	2012-1775 calBCE (3555±26 BP, MAMS-25797)	R1b1a1b1a1a2
3814	1944-1774 calBCE (3540±19 BP, MAMS-39805)	R1b1a1b1a1a2a1b
3825	2000-1750 BCE	n/a (female)
3754	1882-1700 calBCE (3477±24 BP, MAMS-27900)	n/a (female)
3775	1896-1750 calBCE (3512±19 BP, MAMS-39806)	n/a (female)
3763	1883-1746 calBCE (3489±20 BP, MAMS-39801)	R1b1a1b1a1
3825	2000-1750 BCE	n/a (female)
3825	2000-1750 BCE	R1b1a1b1a1
3825	2000-1750 BCE	R1b1a1b1a1a2a1
3822	1954-1772 calBCE (3544±24 BP, MAMS-32644)	R1b1a1b1a1a2a1
3825	2000-1750 BCE	n/a (female)
3825	2000-1750 BCE	n/a (female)
3600	1750-1550 BCE	R1b1a1b1a1a2a1
3825	2000-1750 BCE	R1b1a1b1a1a2a1
3580	1739-1535 calBCE (3354±33 BP, MAMS-22231)	R1b1a1b1a1a2a1
3825	2000-1750 BCE	n/a (female)
3825	2000-1750 BCE	n/a (female)
3696	1874-1642 calBCE (3436±19 BP, MAMS-39802)	R1b1a1b1a1a
3600	1750-1550 BCE	R1b1a1b1a1a2a1
3825	2000-1750 BCE	R1b1a1b1a1a2a1
3600	1750-1550 BCE	n/a (female)
3600	1750-1550 BCE	n/a (female)
3825	2000-1750 BCE	n/a (female)
3600	1750-1550 BCE	R1b1a1b1a1a2
3825	2000-1750 BCE	R1b1a1b1a1a2a1
3788	1932-1767 calBCE (3524±21 BP, MAMS-47169)	n/a (female)
3825	2000-1750 BCE	n/a (female)
3598	1741-1541 calBCE (3366±32 BP, MAMS-22230)	n/a (female)
3600	1750-1550 BCE	R1b1a1b1a1a2
3600	1750-1550 BCE	n/a (female)
3825	2000-1750 BCE	n/a (female)
3825	2000-1750 BCE	R1b1a1b1a1a2a1
3825	2000-1750 BCE	n/a (female)
3765	1884-1749 calBCE (3494±19 BP, MAMS-39803)	R1b1a1b1a1a2a1
3050	1200-1000 BCE	R1b1a1b1a1a2
3050	1200-1000 BCE	R1b1a1b
3050	1200-1000 BCE	R1b1a1b
3050	1200-1000 BCE	n/a (female)
3050	1200-1000 BCE	n/a (female)
3050	1200-1000 BCE	R1b1a1b1a1a2a1
3628	1863-1564 calBCE (3390±30 BP, Beta-386395)	n/a (female)
3632	1751-1615 calBCE (3395±26 BP, MAMS-28613)	G2a2b 
3400	1600-1300 BCE	R1b-DF27
3725	2100-1450 BCE	..
3914	2023-1899 calBCE (3605±13 BP, KIA-50634 (Mp))	n/a (female)
3600	1750-1550 BCE	R1b1a1b1a1a2
3961	2130-1941 calBCE (3642±20 BP, MAMS-19929)	R1b1a1b1a1a2
4029	2192-1980 calBCE (3688±23 BP, MAMS-23111)	R1b1a1b1a1a2
3981	2134-1947 calBCE (3653±21 BP, MAMS-47168)	E1b1b1a1b1
3825	2000-1750 BCE	n/a (female)
3515	1620-1506 calBCE (3298±27 BP, KIA-50633)	R1b1a1b1a1a2
3670	1865-1644 calBCE (3423±10 BP, KIA-40015)	R1b1a1b1a1a2
3825	2000-1750 BCE	R1b1a1b1a1a2
3685	1871-1642 calBCE (3431±15 BP, KIA-40014/MAMS-10997)	n/a (female)
4209	2401-2146 calBCE (3819±25 BP) [R_combine: (3910±30 BP, PSUAMS-2119); (3650±40 BP, Beta-184837)]	..
4439	2573-2348 calBCE (3965±29 BP, MAMS-25937)	..
4500	2850-2250 BCE	n/a (female)
4500	2850-2250 BCE	n/a (female)
4500	2850-2250 BCE	R1b1a (xR1b1a1a2a)
4500	2850-2250 BCE	n/a (female)
4500	2850-2250 BCE	n/a (female)
4737	2905-2636 calBCE (4210±40 BP, Beta-261529)	..
4500	3000-2100 BCE	n/a (female)
4500	3000-2100 BCE	..
4350	2600-2200 BCE	n/a (female)
4287	2460-2206 calBCE (3860±30 BP, UGA-15905)	..
4500	2850-2250 BCE	n/a (female)
4346	2471-2296 calBCE (3915±29 BP, MAMS-25939)	..
4522	2835-2473 calBCE (4051±28 BP, MAMS-25940)	..
4550	2900-2300 BCE	n/a (female)
4595	2857-2492 calBCE (4080±30 BP, Beta-416456)	n/a (female)
4550	2900-2300 BCE	n/a (female)
4403	2570-2342 calBCE (3950±30 BP, Beta-416457)	I2a2a
4550	2900-2300 BCE	n/a (female)
4653	2867-2573 calBCE (4110±30 BP, Beta-416458)	n/a (female)
4550	2900-2300 BCE	..
4550	2900-2300 BCE	..
4550	2900-2300 BCE	n/a (female)
4550	2900-2300 BCE	I2a1a1
4550	2900-2300 BCE	G2a
4500	2850-2250 BCE	n/a (female)
5126	3356-2936 calBCE (4470±50 BP, Poz-83429)	n/a (female)
4850	3000-2800 BCE	..
4904	3015-2901 calBCE (4340±22 BP) [R_combine: (4390±30 BP, Beta-301225); (4290±30 BP, Beta-301226)]	n/a (female)
4825	3100-2650 BCE	..
4825	3100-2650 BCE	n/a (female)
4927	3092-2893 calBCE (4350±40 BP, Beta-288937)	..
4427	2571-2347 calBCE (3960±30 BP, Beta-299306)	I2a1b1
4825	3100-2650 BCE	n/a (female)
4891	3013-2889 calBCE (4320±30 BP, Beta-301223)	n/a (female)
4327	2474-2209 calBCE (3900±40 BP, Beta-299300)	..
4811	2916-2704 calBCE (4250±30 BP, Beta-299305)	..
4850	3000-2800 BCE	I2a2a
4850	3000-2800 BCE	n/a (female)
4850	3000-2800 BCE	n/a (female)
4959	3307-2899 calBCE (4380±40 BP, Beta-288933)	..
4950	3150-2850 BCE	n/a (female)
4316	2461-2240 calBCE (3875±20 BP, PSUAMS-2320)	n/a (female)
4302	2462-2209 calBCE (3870±30 BP, PSUAMS-2120)	n/a (female)
4915	3022-2907 calBCE (4355±20 BP, PSUAMS-2866)	..
4550	2900-2300 BCE	I2a2a
4200	2500-2000 BCE	n/a (female)
4100	2600-1700 BCE	..
4200	2500-2000 BCE	n/a (female)
4200	2500-2000 BCE	..
3947	2130-1896 calBCE (3630±30 BP, Ua-35012)	..
4100	2600-1700 BCE	n/a (female)
4100	2600-1700 BCE	n/a (female)
4550	2900-2300 BCE	..
4100	2600-1700 BCE	..
4550	2900-2300 BCE	n/a (female)
4550	2900-2300 BCE	..
4550	2900-2300 BCE	n/a (female)
4650	2900-2500 BCE	..
4050	2200-2000 BCE	..
4459	2576-2356 calBCE (3980±30 BP, Beta-504712)	n/a (female)
4050	2200-2000 BCE	n/a (female)
4650	2900-2500 BCE	..
4650	2900-2500 BCE	n/a (female)
4650	2900-2500 BCE	n/a (female)
4650	2900-2500 BCE	..
4650	2900-2500 BCE	n/a (female)
4650	2900-2500 BCE	..
4650	2900-2500 BCE	..
4650	2900-2500 BCE	n/a (female)
4650	2900-2500 BCE	n/a (female)
4650	2900-2500 BCE	..
4588	2706-2569 BCE	..
4588	2706-2569 BCE	..
5100	3800-2500 BCE	n/a (female)
4692	2872-2626 calBCE (4141±21 BP, MAMS-18651)	..
4550	2900-2300 BCE	..
4650	2900-2500 BCE	n/a  (sex unknown)
4270	2456-2204 calBCE (3850±30 BP, UGA-15904)	..
4550	2900-2300 BCE	..
4181	2397-2069 calBCE (3797±32 BP, Ua-43525)	..
4335	2474-2236 calBCE (3905±35 BP, Ua-35013)	n/a (female)
3803	2008-1744 calBCE (3530±40 BP, Ua-35014)	n/a (female)
4100	2600-1700 BCE	n/a (female)
4100	2600-1700 BCE	n/a (female)
4450	2600-2400 BCE	n/a (female)
4746	2900-2675 calBCE (4210±30 BP, Beta-386394)	H2-P96
4121	2287-2041 calBCE (3760±30 BP, Beta-492280)	..
4367	2564-2299 calBCE (3933±32 BP, CSIC-1896)	..
4241	2453-2201 calBCE (3837±25 BP, MAMS-14857)	n/a (female)
4405	2569-2344 calBCE (3950±26 BP, MAMS-25936)	n/a (female)
4300	2500-2200 BCE	..
4300	2500-2200 BCE	n/a (female)
4300	2500-2200 BCE	..
4077	2283-1983 calBCE (3730±40 BP, Poz-49174)	..
4200	2500-2000 BCE	..
4200	2500-2000 BCE	..
4200	2500-2000 BCE	..
4100	2600-1700 BCE	n/a (female)
4200	2500-2000 BCE	..
4746	2900-2675 calBCE (4210±30 BP, Beta-416455)	..
4955	3096-2913 calBCE (4390±30 BP, Beta-301225)	G2a2a
4100	2600-1700 BCE	..
4550	2900-2300 BCE	..
3840	2025-1752 calBCE (3555±40 BP, Ua-35022)	..
3895	2121-1777 calBCE (3590±40 BP, Beta-230003)	n/a (female)
4200	2500-2000 BCE	..
4650	2900-2500 BCE	n/a (female)
4650	2900-2500 BCE	..
4971	3265-2913 calBCE (4400±30 BP, Beta-368289)	n/a (female)
4868	3011-2881 calBCE (4300±30 BP, Beta-368295)	I2-M223
4849	3008-2783 calBCE (4280±30 BP, Beta-368290)	..
4138	2291-2047 calBCE (3770±30 BP, Beta-368293)	n/a (female)
5397	3516-3365 calBCE (4650±30 BP, Beta-368281)	..
5122	3345-2937 calBCE (4460±40 BP, Beta-368285)	n/a (female)
5111	3336-2937 calBCE (4450±30 BP, Beta-424645)	..
4955	3096-2913 calBCE (4390±30 BP, Beta-424647)	..
1153	785-810 CE	..
